"Time","Target/4","Rpm/4","Accel(rpm/s)","Power","D"
"10356","725.000000","573.111932","312.500000","125.200000","-11.258664"
"10366","725.000000","575.973267","1250.000000","125.600000","-11.295999"
"10376","725.000000","578.405402","1250.000000","126.000000","-10.982507"
"10386","725.000000","580.238342","-312.500000","126.400000","-10.252358"
"10396","725.000000","581.796340","-312.500000","126.800000","-9.448285"
"10406","725.000000","584.058139","1250.000000","127.000000","-9.368067"
"10416","725.000000","585.980668","1250.000000","127.000000","-9.032477"
"10426","725.000000","589.021068","1875.000000","127.000000","-9.658301"
"10436","725.000000","591.605408","1875.000000","127.000000","-9.794113"
"10446","725.000000","594.505222","937.500000","127.000000","-10.155141"
"10456","725.000000","596.970063","937.500000","127.000000","-10.095987"
"10466","725.000000","599.299554","312.500000","127.000000","-9.940382"
"10476","725.000000","601.279621","312.500000","127.000000","-9.536359"
"10486","725.000000","604.368928","1875.000000","127.000000","-10.100533"
"10496","725.000000","606.994839","1875.000000","127.000000","-10.181155"
"10506","725.000000","609.461238","312.500000","127.000000","-10.118043"
"10516","725.000000","611.557677","312.500000","127.000000","-9.771586"
"10526","725.000000","613.574026","312.500000","127.000000","-9.430348"
"10536","725.000000","615.287922","312.500000","127.000000","-8.915395"
"10546","725.000000","617.682233","1250.000000","127.000000","-9.047765"
"10556","725.000000","621.592398","5000.000000","127.000000","-10.366344"
"10566","725.000000","624.916039","5000.000000","127.000000","-10.951988"
"10576","725.000000","627.975508","312.500000","127.000000","-11.209165"
"10586","725.000000","630.576057","312.500000","127.000000","-11.047771"
"10596","725.000000","633.255273","625.000000","127.000000","-10.981590"
"10606","725.000000","635.532607","625.000000","127.000000","-10.607139"
"10616","725.000000","637.702716","312.500000","127.000000","-10.221799"
"10626","725.000000","639.547309","312.500000","127.000000","-9.653113"
"10636","725.000000","640.412087","-937.500000","127.000000","-8.414313"
"10646","725.000000","641.147149","-937.500000","127.000000","-7.319500"
"10656","725.000000","642.709452","1250.000000","127.000000","-7.105442"
"10666","725.000000","644.037409","1250.000000","127.000000","-6.746720"
"10676","725.000000","645.869298","937.500000","127.000000","-6.862887"
"10686","725.000000","647.426403","937.500000","127.000000","-6.735994"
"10696","725.000000","649.921818","1562.500000","127.000000","-7.385126"
"10706","725.000000","652.042920","1562.500000","127.000000","-7.604983"
"10716","725.000000","654.548982","937.500000","127.000000","-8.088836"
"10726","725.000000","656.679135","937.500000","127.000000","-8.175191"
"10736","725.000000","658.021014","-625.000000","127.000000","-7.613657"
"10746","725.000000","659.161612","-625.000000","127.000000","-7.003404"
"10756","725.000000","660.599870","625.000000","127.000000","-6.753329"
"10766","725.000000","661.822390","625.000000","127.000000","-6.380679"
"10776","725.000000","664.267781","1875.000000","127.000000","-7.060856"
"10786","725.000000","666.346364","1875.000000","127.000000","-7.311551"
"10796","725.000000","667.410035","-937.500000","127.000000","-6.700177"
"10806","725.000000","669.720404","3750.000000","127.000000","-7.208438"
"10816","725.000000","671.684219","3750.000000","127.000000","-7.337802"
"10826","725.000000","673.587836","312.500000","127.000000","-7.393135"
"10836","725.000000","675.205911","312.500000","126.882933","-7.208968"
"10846","725.000000","676.346899","-312.500000","126.605309","-6.679965"
"10856","725.000000","677.316739","-312.500000","126.380929","-6.119844"
"10866","725.000000","678.844228","937.500000","125.980929","-6.117867"
"10876","725.000000","680.142594","937.500000","125.580929","-5.932986"
"10886","725.000000","681.480580","312.500000","125.196909","-5.816777"
"10896","725.000000","682.617868","312.500000","124.891441","-5.563252"
"10906","725.000000","684.522063","1250.000000","124.491441","-5.973958"
"10916","725.000000","686.140628","1250.000000","124.091441","-6.074019"
"10926","725.000000","687.750784","312.500000","123.691441","-6.147340"
"10936","725.000000","689.119416","312.500000","123.291441","-6.012778"
"10946","725.000000","690.751504","625.000000","122.891441","-6.115892"
"10956","725.000000","692.138778","625.000000","122.491441","-6.002533"
"10966","725.000000","694.021087","937.500000","122.091441","-6.307873"
"10976","725.000000","695.621049","937.500000","121.691441","-6.326268"
"10986","725.000000","697.215391","312.500000","121.291441","-6.336489"
"10996","725.000000","698.570583","312.500000","120.891441","-6.153344"
"11006","725.000000","699.956870","312.500000","120.491441","-6.031705"
"11016","725.000000","701.135215","312.500000","120.091441","-5.768040"
"11026","725.000000","703.308683","1562.500000","119.691441","-6.353206"
"11036","725.000000","705.156130","1562.500000","119.291441","-6.560523"
"11046","725.000000","706.023336","-937.500000","118.891441","-5.942183"
"11056","725.000000","706.760460","-0.000000","118.491441","-5.343446"
"11066","725.000000","707.387016","-0.000000","118.091441","-4.776002"
"11076","725.000000","708.153964","312.500000","117.691441","-4.434359"
"11086","725.000000","708.805869","312.500000","117.401440","-4.069012"
"11096","725.000000","709.594364","312.500000","117.190415","-3.886005"
"11106","725.000000","710.264584","312.500000","117.020018","-3.644980"
"11116","725.000000","711.771772","1250.000000","116.620018","-4.121734"
"11126","725.000000","713.052881","1250.000000","116.220018","-4.322275"
"11136","725.000000","713.438699","-937.500000","116.080420","-3.766474"
"11146","725.000000","713.766644","-937.500000","116.036209","-3.275535"
"11156","725.000000","714.514147","625.000000","115.823934","-3.218431"
"11166","725.000000","715.149525","625.000000","115.652619","-3.083047"
"11176","725.000000","715.689596","0.000000","115.514296","-2.898495"
"11186","725.000000","716.148657","0.000000","115.402558","-2.686044"
"11196","725.000000","716.304483","-312.500000","115.400374","-2.273497"
"11206","725.000000","716.436936","-312.500000","115.398315","-1.924759"
"11216","725.000000","717.721396","1562.500000","114.998315","-2.567375"
"11226","725.000000","718.813186","1562.500000","114.599180","-2.927333"
"11236","725.000000","719.506833","-312.500000","114.399842","-2.896784"
"11246","725.000000","720.096433","-312.500000","114.238985","-2.789107"
"11256","725.000000","719.660093","-1250.000000","114.461620","-1.882214"
"11266","725.000000","719.289204","-1250.000000","114.640601","-1.209060"
"11276","725.000000","719.911449","1250.000000","114.432027","-1.465043"
"11286","725.000000","720.440356","1250.000000","114.263924","-1.595161"
"11296","725.000000","721.124303","312.500000","114.040259","-1.823286"
"11306","725.000000","721.940032","625.000000","113.771833","-2.111212"
"11316","725.000000","722.633403","625.000000","113.555462","-2.243666"
"11326","725.000000","723.457142","312.500000","113.292852","-2.453924"
"11336","725.000000","724.157321","312.500000","113.081118","-2.523282"
"11346","725.000000","724.049348","-937.500000","113.174704","-1.932247"
"11356","725.000000","723.957571","-937.500000","113.249790","-1.472376"
"11366","725.000000","723.645185","-312.500000","113.398167","-0.927993"
"11376","725.000000","723.379657","-312.500000","113.517493","-0.529972"
"11386","725.000000","722.685209","-625.000000","113.789735","0.131581"
"11396","725.000000","722.094927","-625.000000","114.008918","0.577490"
"11406","725.000000","722.765063","1562.500000","113.744819","-0.074117"
"11416","725.000000","723.334679","1562.500000","113.532200","-0.514986"
"11426","725.000000","724.521977","937.500000","113.132200","-1.361827"
"11436","725.000000","725.531180","937.500000","112.745729","-1.896824"
"11446","725.000000","725.451503","-1250.000000","112.815521","-1.453718"
"11456","725.000000","725.383778","-1250.000000","112.871514","-1.108794"
"11466","725.000000","726.263711","1250.000000","112.563943","-1.590982"
"11476","725.000000","727.011654","1250.000000","112.316127","-1.871140"
"11486","725.000000","727.178656","-625.000000","112.292628","-1.630514"
"11496","725.000000","727.320608","-625.000000","112.273495","-1.417972"
"11506","725.000000","726.972517","-625.000000","112.434155","-0.855905"
"11516","725.000000","726.676639","-625.000000","112.563379","-0.448022"
"11526","725.000000","727.597018","1562.500000","112.226725","-1.094721"
"11536","725.000000","728.379341","1562.500000","111.955561","-1.501634"
"11546","725.000000","728.809939","-312.500000","111.825190","-1.545787"
"11556","725.000000","727.769699","-3750.000000","112.225190","-0.404437"
"11566","725.000000","726.885494","-3750.000000","112.589736","0.383815"
"11576","725.000000","726.133920","0.000000","112.864268","0.908311"
"11586","725.000000","725.495082","0.000000","113.085397","1.237719"
"11596","725.000000","724.717694","-312.500000","113.351702","1.612085"
"11606","725.000000","724.056915","-312.500000","113.566301","1.818291"
"11616","725.000000","723.964003","625.000000","113.563052","1.528963"
"11626","725.000000","723.885028","625.000000","113.560639","1.286351"
"11636","725.000000","724.521023","937.500000","113.294491","0.520284"
"11646","725.000000","725.061620","937.500000","113.080301","-0.016250"
"11656","725.000000","725.521127","0.000000","112.907867","-0.380606"
"11666","725.000000","725.911708","0.000000","112.769002","-0.616949"
"11676","725.000000","726.712452","625.000000","112.480878","-1.134154"
"11686","725.000000","727.393084","625.000000","112.248777","-1.451829"
"11696","725.000000","727.034121","-1250.000000","112.414236","-0.874293"
"11706","725.000000","726.729003","-1250.000000","112.547320","-0.455340"
"11716","725.000000","727.407153","1250.000000","112.301898","-0.906792"
"11726","725.000000","727.983580","1250.000000","112.104204","-1.186575"
"11736","725.000000","728.942293","625.000000","111.768646","-1.716231"
"11746","725.000000","729.757199","625.000000","111.498282","-2.024909"
"11756","725.000000","729.746744","-937.500000","111.544737","-1.611564"
"11766","725.000000","729.737857","-937.500000","111.581921","-1.282142"
"11776","725.000000","729.964679","312.500000","111.523561","-1.207170"
"11786","725.000000","730.157477","312.500000","111.476419","-1.119975"
"11796","725.000000","730.555730","312.500000","111.350196","-1.214583"
"11806","725.000000","729.956746","-2500.000000","111.600920","-0.492478"
"11816","725.000000","729.447609","-2500.000000","111.802697","0.013327"
"11826","725.000000","729.249218","312.500000","111.877013","0.169374"
"11836","725.000000","729.080585","312.500000","111.936862","0.270406"
"11846","725.000000","729.405997","625.000000","111.808828","-0.044005"
"11856","725.000000","729.682598","625.000000","111.705751","-0.256485"
"11866","725.000000","728.980208","-1250.000000","111.975235","0.356724"
"11876","725.000000","728.383177","-1250.000000","112.192228","0.763004"
"11886","725.000000","728.344450","625.000000","112.190766","0.641385"
"11896","725.000000","728.311533","625.000000","112.189674","0.539442"
"11906","725.000000","728.752303","625.000000","112.012616","0.078937"
"11916","725.000000","729.126957","625.000000","111.870088","-0.236574"
"11926","725.000000","729.445414","0.000000","111.755317","-0.444024"
"11936","725.000000","729.716102","0.000000","111.662862","-0.571770"
"11946","725.000000","729.946186","0.000000","111.588358","-0.641484"
"11956","725.000000","730.141758","0.000000","111.528294","-0.669644"
"11966","725.000000","730.776745","625.000000","111.303602","-1.043705"
"11976","725.000000","731.316483","625.000000","111.122578","-1.266754"
"11986","725.000000","730.837761","-1250.000000","111.329179","-0.630425"
"11996","725.000000","730.430846","-1250.000000","111.495418","-0.178809"
"12006","725.000000","729.850595","-312.500000","111.717348","0.321154"
"12016","725.000000","729.357380","-312.500000","111.896052","0.651495"
"12026","725.000000","730.110023","1562.500000","111.599377","-0.080919"
"12036","725.000000","730.749770","1562.500000","111.360531","-0.576532"
"12046","725.000000","730.824804","-625.000000","111.344426","-0.521253"
"12056","725.000000","731.826084","2500.000000","110.978891","-1.218026"
"12066","725.000000","732.677171","2500.000000","110.684460","-1.655291"
"12076","725.000000","732.931845","-625.000000","110.623464","-1.527972"
"12086","725.000000","733.148319","-625.000000","110.574158","-1.395556"
"12096","725.000000","732.394821","-1250.000000","110.886779","-0.513647"
"12106","725.000000","731.754348","-1250.000000","111.138384","0.101461"
"12116","725.000000","731.209946","0.000000","111.340948","0.516691"
"12126","725.000000","730.747204","0.000000","111.504089","0.783546"
"12136","725.000000","730.353873","0.000000","111.635527","0.941501"
"12146","725.000000","730.019542","0.000000","111.741464","1.020666"
"12156","725.000000","730.672861","1250.000000","111.474382","0.293878"
"12166","725.000000","731.228182","1250.000000","111.259410","-0.209155"
"12176","725.000000","730.997079","-937.500000","111.350696","0.017558"
"12186","725.000000","730.800643","-937.500000","111.424188","0.171196"
"12196","725.000000","730.633671","0.000000","111.483374","0.270534"
"12206","725.000000","730.491745","0.000000","111.531057","0.329968"
"12216","725.000000","730.371109","0.000000","111.569487","0.360484"
"12226","725.000000","730.268567","0.000000","111.600472","0.370420"
"12236","725.000000","729.947032","-312.500000","111.713591","0.553564"
"12246","725.000000","729.673727","-312.500000","111.804729","0.661495"
"12256","725.000000","729.910168","625.000000","111.701935","0.340043"
"12266","725.000000","730.111143","625.000000","111.619228","0.111255"
"12276","725.000000","730.750722","625.000000","111.376410","-0.422659"
"12286","725.000000","731.294363","625.000000","111.180877","-0.773041"
"12296","725.000000","731.053334","-937.500000","111.287738","-0.425609"
"12306","725.000000","731.785959","2500.000000","111.021208","-0.926587"
"12316","725.000000","732.408690","2500.000000","110.806520","-1.239455"
"12326","725.000000","732.938011","0.000000","110.633523","-1.415021"
"12336","725.000000","733.387935","0.000000","110.494068","-1.491955"
"12346","725.000000","734.004745","312.500000","110.293478","-1.687012"
"12356","725.000000","734.529033","312.500000","110.131773","-1.769040"
"12366","725.000000","734.974678","0.000000","110.001360","-1.771748"
"12376","725.000000","735.353476","0.000000","109.896139","-1.720437"
"12386","725.000000","734.269205","-1875.000000","110.296139","-0.508933"
"12396","725.000000","733.347574","-1875.000000","110.696139","0.330158"
"12406","725.000000","732.564188","0.000000","110.984795","0.890836"
"12416","725.000000","731.898310","0.000000","111.216458","1.245371"
"12426","725.000000","730.863563","-625.000000","111.579369","1.824094"
"12436","725.000000","729.984029","-625.000000","111.871768","2.162903"
"12446","725.000000","730.173924","1250.000000","111.754947","1.578406"
"12456","725.000000","730.335336","1250.000000","111.661109","1.133596"
"12466","725.000000","730.472535","0.000000","111.585717","0.797117"
"12476","725.000000","730.589155","0.000000","111.525128","0.544398"
"12486","725.000000","730.219532","-625.000000","111.652674","0.731217"
"12496","725.000000","729.905352","-625.000000","111.755450","0.836317"
"12506","725.000000","729.872674","312.500000","111.750175","0.695196"
"12516","725.000000","729.844898","312.500000","111.746019","0.578378"
"12526","725.000000","729.352538","-625.000000","111.919001","0.856590"
"12536","725.000000","728.934033","-625.000000","112.058371","1.020077"
"12546","725.000000","728.812678","312.500000","112.082578","0.913145"
"12556","725.000000","729.178276","1250.000000","111.925937","0.438037"
"12566","725.000000","729.489035","1250.000000","111.799893","0.101823"
"12576","725.000000","729.284429","-625.000000","111.874687","0.245143"
"12586","725.000000","729.110515","-625.000000","111.934930","0.335246"
"12596","725.000000","729.197063","312.500000","111.895348","0.198958"
"12606","725.000000","729.270628","312.500000","111.863510","0.100314"
"12616","725.000000","729.098784","-312.500000","111.926016","0.217727"
"12626","725.000000","728.952717","-312.500000","111.976366","0.291036"
"12636","725.000000","729.297309","625.000000","111.840687","-0.042846"
"12646","725.000000","729.590213","625.000000","111.731455","-0.268599"
"12656","725.000000","730.776681","1250.000000","111.331455","-1.164054"
"12666","725.000000","731.785179","1250.000000","110.936233","-1.738042"
"12676","725.000000","731.001777","-2187.500000","111.267291","-0.763712"
"12686","725.000000","730.335885","-2187.500000","111.533705","-0.078256"
"12696","725.000000","730.004253","312.500000","111.660042","0.202701"
"12706","725.000000","729.722365","312.500000","111.761775","0.387671"
"12716","725.000000","729.482760","0.000000","111.843725","0.501821"
"12726","725.000000","729.279096","0.000000","111.909765","0.564388"
"12736","725.000000","728.168482","-1250.000000","112.309765","1.340002"
"12746","725.000000","727.224459","-1250.000000","112.642316","1.827219"
"12756","725.000000","728.062665","2187.500000","112.288779","0.791211"
"12766","725.000000","728.775141","2187.500000","112.004273","0.062988"
"12776","725.000000","729.615120","312.500000","111.687118","-0.621593"
"12786","725.000000","730.329102","312.500000","111.431714","-1.068460"
"12796","725.000000","729.998486","-1250.000000","111.578463","-0.590276"
"12806","725.000000","729.717463","-1250.000000","111.696523","-0.247402"
"12816","725.000000","729.478594","0.000000","111.791534","-0.006826"
"12826","725.000000","729.275555","0.000000","111.868020","0.156970"
"12836","725.000000","729.102972","0.000000","111.929615","0.263643"
"12846","725.000000","728.956276","0.000000","111.979236","0.328271"
"12856","725.000000","728.362834","-625.000000","112.195476","0.737370"
"12866","725.000000","727.858409","-625.000000","112.369655","0.993436"
"12876","725.000000","728.367148","1250.000000","112.157507","0.387758"
"12886","725.000000","728.799576","-0.000000","111.986772","-0.035736"
"12896","725.000000","729.167139","-0.000000","111.849318","-0.322640"
"12906","725.000000","729.010818","-625.000000","111.914870","-0.133055"
"12916","725.000000","728.877946","-625.000000","111.967625","-0.000146"
"12926","725.000000","728.765004","0.000000","112.010094","0.090237"
"12936","725.000000","728.669003","0.000000","112.044295","0.148990"
"12946","725.000000","728.821778","312.500000","111.983723","-0.003028"
"12956","725.000000","728.951636","312.500000","111.934960","-0.106309"
"12966","725.000000","729.765141","937.500000","111.631315","-0.735851"
"12976","725.000000","730.456620","937.500000","111.386771","-1.141864"
"12986","725.000000","730.575627","-625.000000","111.366004","-1.008697"
"12996","725.000000","730.676783","-625.000000","111.349152","-0.887882"
"13006","725.000000","730.762765","0.000000","111.335468","-0.779092"
"13016","725.000000","730.835850","0.000000","111.324349","-0.681742"
"13026","725.000000","730.663598","-312.500000","111.403432","-0.407591"
"13036","725.000000","730.517183","-312.500000","111.467044","-0.208941"
"13046","725.000000","729.689606","-937.500000","111.782601","0.494909"
"13056","725.000000","728.986165","-937.500000","112.036701","0.958680"
"13066","725.000000","729.325740","1250.000000","111.888889","0.495284"
"13076","725.000000","729.614379","1250.000000","111.769959","0.165316"
"13086","725.000000","729.859722","0.000000","111.674239","-0.064022"
"13096","725.000000","730.068264","0.000000","111.597172","-0.218051"
"13106","725.000000","729.776774","-625.000000","111.711351","0.058751"
"13116","725.000000","729.529008","-625.000000","111.803277","0.245214"
"13126","725.000000","729.084032","-312.500000","111.965439","0.552152"
"13136","725.000000","729.174552","1250.000000","111.919808","0.369305"
"13146","725.000000","729.251494","1250.000000","111.883122","0.233891"
"13156","725.000000","729.551270","312.500000","111.765495","-0.052708"
"13166","725.000000","729.806080","312.500000","111.670793","-0.246014"
"13176","725.000000","730.022668","0.000000","111.594522","-0.370082"
"13186","725.000000","730.206768","0.000000","111.533073","-0.443345"
"13196","725.000000","730.597627","312.500000","111.395420","-0.667364"
"13206","725.000000","730.929858","312.500000","111.284515","-0.799676"
"13216","725.000000","730.743505","-625.000000","111.371378","-0.490658"
"13226","725.000000","730.585104","-625.000000","111.441240","-0.265806"
"13236","725.000000","729.747338","-937.500000","111.761822","0.457568"
"13246","725.000000","729.035238","-937.500000","112.019963","0.935735"
"13256","725.000000","729.836202","1875.000000","111.699150","0.107816"
"13266","725.000000","730.517022","1875.000000","111.440897","-0.458403"
"13276","725.000000","730.626968","-625.000000","111.409184","-0.454679"
"13286","725.000000","730.720423","-625.000000","111.383593","-0.438507"
"13296","725.000000","729.862360","-1250.000000","111.715434","0.335645"
"13306","725.000000","729.133006","-1250.000000","111.982622","0.851999"
"13316","725.000000","729.919305","1875.000000","111.669082","0.052560"
"13326","725.000000","730.587659","1875.000000","111.416677","-0.492635"
"13336","725.000000","729.749510","-1875.000000","111.742166","0.276411"
"13346","725.000000","729.037084","-1875.000000","112.004234","0.791070"
"13356","725.000000","729.134646","937.500000","111.950938","0.554806"
"13366","725.000000","729.217574","937.500000","111.908106","0.377502"
"13376","725.000000","729.991188","937.500000","111.609300","-0.316889"
"13386","725.000000","729.711260","-2500.000000","111.721207","-0.029569"
"13396","725.000000","729.473321","-2500.000000","111.811293","0.166696"
"13406","725.000000","729.271073","0.000000","111.883838","0.295155"
"13416","725.000000","729.099162","0.000000","111.942278","0.373653"
"13426","725.000000","728.718663","-312.500000","112.077499","0.603322"
"13436","725.000000","728.395238","-312.500000","112.186437","0.741397"
"13446","725.000000","728.354702","312.500000","112.186109","0.625546"
"13456","725.000000","728.320247","312.500000","112.185928","0.528001"
"13466","725.000000","728.759710","625.000000","112.009602","0.070831"
"13476","725.000000","729.133254","625.000000","111.867662","-0.242170"
"13486","725.000000","728.982015","-625.000000","111.929613","-0.072746"
"13496","725.000000","728.853463","-625.000000","111.979477","0.044645"
"13506","725.000000","729.212944","625.000000","111.843374","-0.251868"
"13516","725.000000","729.518502","625.000000","111.733774","-0.445941"
"13526","725.000000","729.778227","0.000000","111.645482","-0.564533"
"13536","725.000000","729.998993","0.000000","111.574329","-0.628239"
"13546","725.000000","729.483519","-937.500000","111.781340","-0.090212"
"13556","725.000000","729.045366","-937.500000","111.947980","0.278353"
"13566","725.000000","729.844811","1562.500000","111.641543","-0.416874"
"13576","725.000000","730.524339","1562.500000","111.394795","-0.877122"
"13586","725.000000","730.633189","-625.000000","111.372287","-0.788777"
"13596","725.000000","730.725710","-625.000000","111.354064","-0.705039"
"13606","725.000000","729.866854","-1250.000000","111.691799","0.123054"
"13616","725.000000","729.136826","-1250.000000","111.963706","0.682466"
"13626","725.000000","728.750677","312.500000","112.094566","0.854892"
"13636","725.000000","728.656825","625.000000","112.111901","0.758995"
"13646","725.000000","728.577052","625.000000","112.125958","0.671015"
"13656","725.000000","728.509244","0.000000","112.137362","0.591058"
"13666","725.000000","728.451607","0.000000","112.146621","0.518956"
"13676","725.000000","728.871366","625.000000","111.977894","0.079357"
"13686","725.000000","729.228161","625.000000","111.842072","-0.221950"
"13696","725.000000","729.531437","0.000000","111.732701","-0.420181"
"13706","725.000000","729.789221","0.000000","111.644598","-0.542372"
"13716","725.000000","728.602088","-1875.000000","112.044598","0.515809"
"13726","725.000000","727.593025","-1875.000000","112.444598","1.219898"
"13736","725.000000","726.969696","312.500000","112.679680","1.474581"
"13746","725.000000","726.439867","312.500000","112.847929","1.603528"
"13756","725.000000","726.223887","312.500000","112.895464","1.455607"
"13766","725.000000","726.040304","312.500000","112.933923","1.311352"
"13776","725.000000","726.353008","625.000000","112.788808","0.798918"
"13786","725.000000","726.618807","625.000000","112.672090","0.426495"
"13796","725.000000","726.375986","-625.000000","112.754435","0.535453"
"13806","725.000000","726.169588","-625.000000","112.820796","0.593481"
"13816","725.000000","725.759775","-312.500000","112.962422","0.802635"
"13826","725.000000","725.411434","-312.500000","113.076543","0.920781"
"13836","725.000000","724.880969","-312.500000","113.256662","1.160997"
"13846","725.000000","724.430073","-312.500000","113.401818","1.289514"
"13856","725.000000","723.343687","-937.500000","113.783219","1.900720"
"13866","725.000000","722.420259","-937.500000","114.090513","2.259318"
"13876","725.000000","722.807220","1562.500000","113.897570","1.497886"
"13886","725.000000","723.604887","1250.000000","113.566191","0.560175"
"13896","725.000000","724.282904","1250.000000","113.299493","-0.094273"
"13906","725.000000","724.156094","-937.500000","113.349154","0.026030"
"13916","725.000000","724.048305","-937.500000","113.389136","0.107055"
"13926","725.000000","723.722309","-312.500000","113.509462","0.346441"
"13936","725.000000","723.445213","-312.500000","113.606375","0.498829"
"13946","725.000000","723.209681","0.000000","113.684460","0.587489"
"13956","725.000000","723.009479","0.000000","113.747398","0.630153"
"13966","725.000000","722.136182","-937.500000","114.062525","1.202760"
"13976","725.000000","721.393879","-937.500000","114.316372","1.556050"
"13986","725.000000","720.997298","312.500000","114.432810","1.562105"
"13996","725.000000","720.660203","312.500000","114.526754","1.519360"
"14006","725.000000","720.842422","625.000000","114.426332","1.069712"
"14016","725.000000","720.997309","625.000000","114.345631","0.731861"
"14026","725.000000","720.191463","-1250.000000","114.633260","1.230166"
"14036","725.000000","719.506493","-1250.000000","114.864975","1.532108"
"14046","725.000000","718.689894","-312.500000","115.139842","1.878966"
"14056","725.000000","717.995785","-312.500000","115.361369","2.058460"
"14066","725.000000","718.108917","937.500000","115.275604","1.556262"
"14076","725.000000","718.205080","937.500000","115.206765","1.168080"
"14086","725.000000","718.286818","0.000000","115.151502","0.869073"
"14096","725.000000","718.356295","0.000000","115.107128","0.639677"
"14106","725.000000","718.180976","-312.500000","115.159615","0.651997"
"14116","725.000000","718.031954","-312.500000","115.201955","0.640815"
"14126","725.000000","717.905286","0.000000","115.236125","0.613986"
"14136","725.000000","718.031993","625.000000","115.175589","0.389823"
"14146","725.000000","718.139694","625.000000","115.126908","0.225698"
"14156","725.000000","717.996865","-312.500000","115.175872","0.294822"
"14166","725.000000","717.875460","-312.500000","115.215329","0.332981"
"14176","725.000000","718.709766","1250.000000","114.894637","-0.401060"
"14186","725.000000","719.418926","1250.000000","114.636415","-0.888176"
"14196","725.000000","720.256087","312.500000","114.340294","-1.380270"
"14206","725.000000","720.967674","312.500000","114.101723","-1.673485"
"14216","725.000000","720.400648","-1562.500000","114.350068","-0.885167"
"14226","725.000000","719.918676","-1562.500000","114.549878","-0.322556"
"14236","725.000000","719.274625","-312.500000","114.798815","0.257196"
"14246","725.000000","718.727181","-312.500000","114.999253","0.643712"
"14256","725.000000","717.793104","-625.000000","115.336948","1.262231"
"14266","725.000000","716.999138","-625.000000","115.608972","1.644958"
"14276","725.000000","716.558642","312.500000","115.740054","1.668363"
"14286","725.000000","716.184221","312.500000","115.845801","1.634227"
"14296","725.000000","716.100338","312.500000","115.843023","1.374488"
"14306","725.000000","716.029037","312.500000","115.840967","1.156631"
"14316","725.000000","716.437182","625.000000","115.663216","0.598789"
"14326","725.000000","716.784104","625.000000","115.520198","0.201493"
"14336","725.000000","717.547739","625.000000","115.228840","-0.449713"
"14346","725.000000","718.196828","625.000000","114.994227","-0.879042"
"14356","725.000000","717.576679","-1562.500000","115.245863","-0.207114"
"14366","725.000000","717.049552","-1562.500000","115.448412","0.256010"
"14376","725.000000","717.773369","1562.500000","115.170880","-0.374246"
"14386","725.000000","717.451114","-2500.000000","115.299908","-0.041592"
"14396","725.000000","717.177197","-2500.000000","115.403774","0.185860"
"14406","725.000000","716.475617","-625.000000","115.663665","0.709952"
"14416","725.000000","715.879275","-625.000000","115.872981","1.045035"
"14426","725.000000","716.075508","937.500000","115.777251","0.679041"
"14436","725.000000","716.242307","937.500000","115.700275","0.409794"
"14446","725.000000","715.680961","-937.500000","115.902735","0.776912"
"14456","725.000000","715.203817","-937.500000","116.065826","1.003245"
"14466","725.000000","715.266994","625.000000","116.021003","0.752054"
"14476","725.000000","715.320695","625.000000","115.985019","0.558683"
"14486","725.000000","715.600716","312.500000","115.867999","0.222929"
"14496","725.000000","715.838734","312.500000","115.773822","-0.012071"
"14506","725.000000","716.744174","937.500000","115.433630","-0.734008"
"14516","725.000000","717.513797","937.500000","115.159666","-1.202906"
"14526","725.000000","718.167978","0.000000","114.938955","-1.485669"
"14536","725.000000","718.724031","0.000000","114.761078","-1.633378"
"14546","725.000000","718.727927","-625.000000","114.793915","-1.309819"
"14556","725.000000","718.731238","-625.000000","114.820176","-1.050504"
"14566","725.000000","718.968427","312.500000","114.753053","-1.030154"
"14576","725.000000","719.170038","312.500000","114.698881","-0.985412"
"14586","725.000000","719.575782","312.500000","114.567014","-1.112925"
"14596","725.000000","719.920665","312.500000","114.460710","-1.166246"
"14606","725.000000","719.276315","-1250.000000","114.727477","-0.417517"
"14616","725.000000","718.728618","-1250.000000","114.942179","0.104144"
"14626","725.000000","719.200575","1250.000000","114.762536","-0.294251"
"14636","725.000000","719.601739","-0.000000","114.617877","-0.556332"
"14646","725.000000","719.942728","-0.000000","114.501348","-0.717857"
"14656","725.000000","719.295069","-1250.000000","114.759943","-0.056158"
"14666","725.000000","718.744559","-1250.000000","114.968115","0.395482"
"14676","725.000000","718.511000","312.500000","115.047627","0.503233"
"14686","725.000000","718.312475","312.500000","115.111705","0.561406"
"14696","725.000000","718.378104","312.500000","115.075239","0.396622"
"14706","725.000000","718.433888","312.500000","115.045935","0.272670"
"14716","725.000000","718.012555","-625.000000","115.198630","0.555202"
"14726","725.000000","717.654422","-625.000000","115.321629","0.730669"
"14736","725.000000","717.115633","-312.500000","115.508869","1.015565"
"14746","725.000000","716.657663","-312.500000","115.659739","1.178828"
"14756","725.000000","716.737139","625.000000","115.605101","0.879482"
"14766","725.000000","716.804693","625.000000","115.561232","0.649542"
"14776","725.000000","716.862114","0.000000","115.526001","0.473697"
"14786","725.000000","716.910922","0.000000","115.497701","0.339911"
"14796","725.000000","716.249284","-937.500000","115.739339","0.801240"
"14806","725.000000","715.686891","-937.500000","115.933973","1.090906"
"14816","725.000000","716.380732","1562.500000","115.650180","0.317652"
