"Time","Target/4","Rpm/4","Accel(m/s)","Power","D"
"6736","375.000000","0.000000","0.000000","127.000000","0.000001"
"6746","375.000000","0.000000","0.000000","127.000000","0.000001"
"6756","375.000000","0.000000","0.000000","127.000000","0.000000"
"6766","375.000000","0.000000","0.000000","127.000000","0.000000"
"6776","375.000000","0.000000","0.000000","127.000000","0.000000"
"6786","375.000000","0.000000","0.000000","127.000000","0.000000"
"6796","375.000000","0.000000","0.000000","127.000000","0.000000"
"6806","375.000000","0.000000","0.000000","127.000000","0.000000"
"6816","375.000000","0.000000","0.000000","127.000000","0.000000"
"6826","375.000000","0.000000","0.000000","127.000000","0.000000"
"6836","375.000000","0.000000","0.000000","127.000000","0.000000"
"6846","375.000000","0.000000","0.000000","127.000000","0.000000"
"6856","375.000000","0.000000","0.000000","127.000000","0.000000"
"6866","375.000000","0.000000","0.000000","127.000000","0.000000"
"6876","375.000000","0.000000","0.000000","127.000000","0.000000"
"6886","375.000000","0.000000","0.000000","127.000000","0.000000"
"6896","375.000000","0.000000","0.000000","127.000000","0.000000"
"6906","375.000000","0.000000","0.000000","127.000000","0.000000"
"6916","375.000000","0.000000","0.000000","127.000000","0.000000"
"6926","375.000000","0.000000","0.000000","127.000000","0.000000"
"6936","375.000000","0.000000","0.000000","127.000000","0.000000"
"6946","375.000000","0.000000","0.000000","127.000000","0.000000"
"6956","375.000000","0.000000","0.000000","127.000000","0.000000"
"6966","375.000000","0.000000","0.000000","127.000000","0.000000"
"6976","375.000000","0.000000","0.000000","127.000000","0.000000"
"6986","375.000000","0.000000","0.000000","127.000000","0.000000"
"6996","375.000000","0.000000","0.000000","127.000000","0.000000"
"7006","375.000000","0.000000","0.000000","127.000000","0.000000"
"7016","375.000000","0.000000","0.000000","127.000000","0.000000"
"7026","375.000000","0.000000","0.000000","127.000000","0.000000"
"7036","375.000000","0.000000","0.000000","127.000000","0.000000"
"7046","375.000000","0.000000","0.000000","127.000000","0.000000"
"7056","375.000000","0.000000","0.000000","127.000000","0.000000"
"7066","375.000000","0.000000","0.000000","127.000000","0.000000"
"7076","375.000000","0.000000","0.000000","127.000000","0.000000"
"7086","375.000000","0.000000","0.000000","127.000000","0.000000"
"7096","375.000000","0.000000","0.000000","127.000000","0.000000"
"7106","375.000000","0.000000","0.000000","127.000000","0.000000"
"7116","375.000000","0.000000","0.000000","127.000000","0.000000"
"7126","375.000000","0.000000","0.000000","127.000000","0.000000"
"7136","375.000000","0.000000","0.000000","127.000000","0.000000"
"7146","375.000000","0.000000","0.000000","127.000000","0.000000"
"7156","375.000000","0.000000","0.000000","127.000000","0.000000"
"7166","375.000000","0.000000","0.000000","127.000000","0.000000"
"7176","375.000000","0.000000","0.000000","127.000000","0.000000"
"7186","375.000000","0.000000","0.000000","127.000000","0.000000"
"7196","375.000000","0.000000","0.000000","127.000000","0.000000"
"7206","375.000000","0.000000","0.000000","127.000000","0.000000"
"7216","375.000000","0.000000","0.000000","127.000000","0.000000"
"7226","375.000000","0.000000","0.000000","127.000000","0.000000"
"7236","375.000000","0.000000","0.000000","127.000000","0.000000"
"7246","375.000000","0.000000","0.000000","127.000000","0.000000"
"7256","375.000000","0.000000","0.000000","127.000000","0.000000"
"7266","375.000000","0.000000","0.000000","127.000000","0.000000"
"7276","375.000000","0.000000","0.000000","127.000000","0.000000"
"7286","375.000000","0.000000","0.000000","127.000000","0.000000"
"7296","375.000000","0.000000","0.000000","127.000000","0.000000"
"7306","375.000000","0.000000","0.000000","127.000000","0.000000"
"7316","375.000000","0.000000","0.000000","127.000000","0.000000"
"7326","375.000000","0.000000","0.000000","127.000000","0.000000"
"7336","375.000000","0.000000","0.000000","127.000000","0.000000"
"7346","375.000000","0.000000","0.000000","127.000000","0.000000"
"7356","375.000000","0.000000","0.000000","127.000000","0.000000"
"7366","450.000000","0.000000","0.000000","127.000000","150.000000"
"7376","450.000000","0.000000","0.000000","127.000000","75.000000"
"7386","450.000000","0.000000","0.000000","127.000000","37.500000"
"7396","450.000000","0.000000","0.000000","127.000000","18.750000"
"7406","450.000000","0.000000","0.000000","127.000000","9.375000"
"7416","450.000000","0.000000","0.000000","127.000000","4.687500"
"7426","450.000000","0.000000","0.000000","127.000000","2.343750"
"7436","450.000000","0.000000","0.000000","127.000000","1.171875"
"7446","450.000000","0.000000","0.000000","127.000000","0.585938"
"7456","450.000000","0.000000","0.000000","127.000000","0.292969"
"7466","450.000000","0.000000","0.000000","127.000000","0.146484"
"7476","450.000000","0.000000","0.000000","127.000000","0.073242"
"7486","450.000000","0.000000","0.000000","127.000000","0.036621"
"7496","450.000000","0.000000","0.000000","127.000000","0.018311"
"7506","450.000000","0.000000","0.000000","127.000000","0.009155"
"7516","450.000000","0.000000","0.000000","127.000000","0.004578"
"7526","450.000000","0.000000","0.000000","127.000000","0.002289"
"7536","450.000000","0.000000","0.000000","127.000000","0.001144"
"7546","450.000000","0.000000","0.000000","127.000000","0.000572"
"7556","450.000000","0.000000","0.000000","127.000000","0.000286"
"7566","450.000000","0.000000","0.000000","127.000000","0.000143"
"7576","450.000000","0.000000","0.000000","127.000000","0.000072"
"7586","450.000000","0.000000","0.000000","127.000000","0.000036"
"7596","450.000000","0.000000","0.000000","127.000000","0.000018"
"7606","450.000000","0.000000","0.000000","127.000000","0.000009"
"7616","450.000000","0.000000","0.000000","127.000000","0.000004"
"7626","450.000000","0.000000","0.000000","127.000000","0.000002"
"7636","450.000000","0.000000","0.000000","127.000000","0.000001"
"7646","450.000000","0.000000","0.000000","127.000000","0.000001"
"7656","450.000000","0.000000","0.000000","127.000000","0.000000"
"7666","450.000000","0.000000","0.000000","127.000000","0.000000"
"7676","450.000000","0.000000","0.000000","127.000000","0.000000"
"7686","450.000000","0.000000","0.000000","127.000000","0.000000"
"7696","450.000000","0.000000","0.000000","127.000000","0.000000"
"7706","450.000000","0.000000","0.000000","127.000000","0.000000"
"7716","450.000000","0.000000","0.000000","127.000000","0.000000"
"7726","450.000000","0.000000","0.000000","127.000000","0.000000"
"7736","450.000000","0.000000","0.000000","127.000000","0.000000"
"7746","450.000000","0.000000","0.000000","127.000000","0.000000"
"7756","450.000000","0.000000","0.000000","127.000000","0.000000"
"7766","450.000000","0.000000","0.000000","127.000000","0.000000"
"7776","450.000000","0.000000","0.000000","127.000000","0.000000"
"7786","450.000000","0.000000","0.000000","127.000000","0.000000"
"7796","450.000000","0.000000","0.000000","127.000000","0.000000"
"7806","450.000000","0.000000","0.000000","127.000000","0.000000"
"7816","450.000000","0.000000","0.000000","127.000000","0.000000"
"7826","450.000000","0.000000","0.000000","127.000000","0.000000"
"7836","450.000000","0.000000","0.000000","127.000000","0.000000"
"7846","450.000000","0.000000","0.000000","127.000000","0.000000"
"7856","450.000000","0.000000","0.000000","127.000000","0.000000"
"7866","450.000000","0.000000","0.000000","127.000000","0.000000"
"7876","450.000000","0.000000","0.000000","127.000000","0.000000"
"7886","450.000000","0.000000","0.000000","127.000000","0.000000"
"7896","450.000000","0.000000","0.000000","127.000000","0.000000"
"7906","450.000000","0.000000","0.000000","127.000000","0.000000"
"7916","450.000000","0.000000","0.000000","127.000000","0.000000"
"7926","450.000000","0.000000","0.000000","127.000000","0.000000"
"7936","450.000000","0.000000","0.000000","127.000000","0.000000"
"7946","450.000000","0.000000","0.000000","127.000000","0.000000"
"7956","450.000000","0.000000","0.000000","127.000000","0.000000"
"7966","525.000000","0.000000","0.000000","127.000000","150.000000"
"7976","525.000000","0.000000","0.000000","127.000000","75.000000"
"7986","525.000000","0.000000","0.000000","127.000000","37.500000"
"7996","525.000000","0.000000","0.000000","127.000000","18.750000"
"8006","525.000000","0.000000","0.000000","127.000000","9.375000"
"8016","525.000000","0.000000","0.000000","127.000000","4.687500"
"8026","525.000000","0.000000","0.000000","127.000000","2.343750"
"8036","525.000000","0.000000","0.000000","127.000000","1.171875"
"8046","525.000000","0.000000","0.000000","127.000000","0.585938"
"8056","525.000000","0.000000","0.000000","127.000000","0.292969"
"8066","525.000000","0.000000","0.000000","127.000000","0.146484"
"8076","525.000000","0.000000","0.000000","127.000000","0.073242"
"8086","525.000000","0.000000","0.000000","127.000000","0.036621"
"8096","525.000000","0.000000","0.000000","127.000000","0.018311"
"8106","525.000000","0.000000","0.000000","127.000000","0.009155"
"8116","525.000000","0.000000","0.000000","127.000000","0.004578"
"8126","525.000000","0.000000","0.000000","127.000000","0.002289"
"8136","525.000000","0.000000","0.000000","127.000000","0.001144"
"8146","525.000000","0.000000","0.000000","127.000000","0.000572"
"8156","525.000000","0.000000","0.000000","127.000000","0.000286"
"8166","525.000000","0.000000","0.000000","127.000000","0.000143"
"8176","525.000000","0.000000","0.000000","127.000000","0.000072"
"8186","525.000000","0.000000","0.000000","127.000000","0.000036"
"8196","525.000000","0.000000","0.000000","127.000000","0.000018"
"8206","525.000000","0.000000","0.000000","127.000000","0.000009"
"8216","525.000000","0.000000","0.000000","127.000000","0.000004"
"8226","525.000000","0.000000","0.000000","127.000000","0.000002"
"8236","525.000000","0.000000","0.000000","127.000000","0.000001"
"8246","525.000000","0.000000","0.000000","127.000000","0.000001"
"8256","525.000000","0.000000","0.000000","127.000000","0.000000"
"8266","525.000000","0.000000","0.000000","127.000000","0.000000"
"8276","525.000000","0.000000","0.000000","127.000000","0.000000"
"8286","525.000000","0.000000","0.000000","127.000000","0.000000"
"8296","525.000000","0.000000","0.000000","127.000000","0.000000"
"8306","525.000000","0.000000","0.000000","127.000000","0.000000"
"8316","525.000000","0.000000","0.000000","127.000000","0.000000"
"8326","525.000000","0.000000","0.000000","127.000000","0.000000"
"8336","525.000000","0.000000","0.000000","127.000000","0.000000"
"8346","525.000000","0.000000","0.000000","127.000000","0.000000"
"8356","525.000000","0.000000","0.000000","127.000000","0.000000"
"8366","525.000000","0.000000","0.000000","127.000000","0.000000"
"8376","525.000000","0.000000","0.000000","127.000000","0.000000"
"8386","525.000000","0.000000","0.000000","127.000000","0.000000"
"8396","525.000000","0.000000","0.000000","127.000000","0.000000"
"8406","525.000000","0.000000","0.000000","127.000000","0.000000"
"8416","525.000000","0.000000","0.000000","127.000000","0.000000"
"8426","525.000000","0.000000","0.000000","127.000000","0.000000"
"8436","525.000000","0.000000","0.000000","127.000000","0.000000"
"8446","525.000000","0.000000","0.000000","127.000000","0.000000"
"8456","525.000000","0.000000","0.000000","127.000000","0.000000"
"8466","525.000000","0.000000","0.000000","127.000000","0.000000"
"8476","525.000000","0.000000","0.000000","127.000000","0.000000"
"8486","525.000000","0.000000","0.000000","127.000000","0.000000"
"8496","525.000000","0.000000","0.000000","127.000000","0.000000"
"8506","525.000000","0.000000","0.000000","127.000000","0.000000"
"8516","525.000000","0.000000","0.000000","127.000000","0.000000"
"8526","525.000000","0.000000","0.000000","127.000000","0.000000"
"8536","525.000000","0.000000","0.000000","127.000000","0.000000"
"8546","525.000000","0.000000","0.000000","127.000000","0.000000"
"8556","525.000000","0.000000","0.000000","127.000000","0.000000"
"8566","525.000000","0.000000","0.000000","127.000000","0.000000"
"8576","525.000000","0.000000","0.000000","127.000000","0.000000"
"8586","525.000000","0.000000","0.000000","127.000000","0.000000"
"8596","525.000000","0.000000","0.000000","127.000000","0.000000"
"8606","525.000000","0.000000","0.000000","127.000000","0.000000"
"8616","525.000000","0.000000","0.000000","127.000000","0.000000"
"8626","525.000000","0.000000","0.000000","127.000000","0.000000"
"8636","525.000000","0.000000","0.000000","127.000000","0.000000"
"8646","525.000000","0.000000","0.000000","127.000000","0.000000"
"8656","525.000000","0.000000","0.000000","127.000000","0.000000"
"8666","525.000000","0.000000","0.000000","127.000000","0.000000"
"8676","525.000000","0.000000","0.000000","127.000000","0.000000"
"8686","525.000000","0.000000","0.000000","127.000000","0.000000"
"8696","525.000000","0.000000","0.000000","127.000000","0.000000"
"8706","525.000000","0.000000","0.000000","127.000000","0.000000"
"8716","525.000000","0.000000","0.000000","127.000000","0.000000"
"8726","525.000000","0.000000","0.000000","127.000000","0.000000"
"8736","525.000000","0.000000","0.000000","127.000000","0.000000"
"8746","525.000000","0.000000","0.000000","127.000000","0.000000"
"8756","525.000000","0.000000","0.000000","127.000000","0.000000"
"8766","525.000000","0.000000","0.000000","127.000000","0.000000"
"8776","525.000000","0.000000","0.000000","127.000000","0.000000"
"8786","525.000000","0.000000","0.000000","127.000000","0.000000"
"8796","525.000000","0.000000","0.000000","127.000000","0.000000"
"8806","525.000000","0.000000","0.000000","127.000000","0.000000"
"8816","525.000000","0.000000","0.000000","127.000000","0.000000"
"8826","525.000000","0.000000","0.000000","127.000000","0.000000"
"8836","525.000000","0.000000","0.000000","127.000000","0.000000"
"8846","525.000000","0.000000","0.000000","127.000000","0.000000"
"8856","525.000000","0.000000","0.000000","127.000000","0.000000"
"8866","525.000000","0.000000","0.000000","127.000000","0.000000"
"8876","525.000000","0.000000","0.000000","127.000000","0.000000"
"8886","525.000000","0.000000","0.000000","127.000000","0.000000"
"8896","525.000000","0.000000","0.000000","127.000000","0.000000"
"8906","525.000000","0.000000","0.000000","127.000000","0.000000"
"8916","525.000000","0.000000","0.000000","127.000000","0.000000"
"8926","525.000000","0.000000","0.000000","127.000000","0.000000"
"8936","525.000000","0.000000","0.000000","127.000000","0.000000"
"8946","525.000000","0.000000","0.000000","127.000000","0.000000"
"8956","525.000000","0.000000","0.000000","127.000000","0.000000"
"8966","525.000000","0.000000","0.000000","127.000000","0.000000"
"8976","525.000000","0.000000","0.000000","127.000000","0.000000"
"8986","525.000000","0.000000","0.000000","127.000000","0.000000"
"8996","525.000000","0.000000","0.000000","127.000000","0.000000"
"9006","525.000000","0.000000","0.000000","127.000000","0.000000"
"9016","525.000000","0.000000","0.000000","127.000000","0.000000"
"9026","525.000000","0.000000","0.000000","127.000000","0.000000"
"9036","525.000000","0.000000","0.000000","127.000000","0.000000"
"9046","525.000000","0.000000","0.000000","127.000000","0.000000"
"9056","525.000000","0.000000","0.000000","127.000000","0.000000"
"9066","525.000000","0.000000","0.000000","127.000000","0.000000"
"9076","525.000000","0.000000","0.000000","127.000000","0.000000"
"9086","525.000000","0.000000","0.000000","127.000000","0.000000"
"9096","525.000000","0.000000","0.000000","127.000000","0.000000"
"9106","525.000000","0.000000","0.000000","127.000000","0.000000"
"9116","525.000000","0.000000","0.000000","127.000000","0.000000"
"9126","525.000000","0.000000","0.000000","127.000000","0.000000"
"9136","525.000000","0.000000","0.000000","127.000000","0.000000"
"9146","525.000000","0.000000","0.000000","127.000000","0.000000"
"9156","525.000000","0.000000","0.000000","127.000000","0.000000"
"9166","525.000000","0.000000","0.000000","127.000000","0.000000"
"9176","525.000000","0.000000","0.000000","127.000000","0.000000"
"9186","525.000000","0.000000","0.000000","127.000000","0.000000"
"9196","525.000000","0.000000","0.000000","127.000000","0.000000"
"9206","525.000000","0.000000","0.000000","127.000000","0.000000"
"9216","525.000000","0.000000","0.000000","127.000000","0.000000"
"9226","525.000000","0.000000","0.000000","127.000000","0.000000"
"9236","525.000000","0.000000","0.000000","127.000000","0.000000"
"9246","525.000000","0.000000","0.000000","127.000000","0.000000"
"9256","525.000000","0.000000","0.000000","127.000000","0.000000"
"9266","525.000000","0.000000","0.000000","127.000000","0.000000"
"9276","525.000000","0.000000","0.000000","127.000000","0.000000"
"9286","525.000000","0.000000","0.000000","127.000000","0.000000"
"9296","525.000000","0.000000","0.000000","127.000000","0.000000"
"9306","525.000000","0.000000","0.000000","127.000000","0.000000"
"9316","525.000000","0.000000","0.000000","127.000000","0.000000"
"9326","525.000000","0.000000","0.000000","127.000000","0.000000"
"9336","525.000000","0.000000","0.000000","127.000000","0.000000"
"9346","525.000000","0.000000","0.000000","127.000000","0.000000"
"9356","525.000000","0.000000","0.000000","127.000000","0.000000"
"9366","525.000000","0.000000","0.000000","127.000000","0.000000"
"9376","525.000000","0.000000","0.000000","127.000000","0.000000"
"9386","525.000000","0.000000","0.000000","127.000000","0.000000"
"9396","525.000000","0.000000","0.000000","127.000000","0.000000"
"9406","525.000000","0.000000","0.000000","127.000000","0.000000"
"9416","525.000000","0.000000","0.000000","127.000000","0.000000"
"9426","525.000000","0.000000","0.000000","127.000000","0.000000"
"9436","525.000000","0.000000","0.000000","127.000000","0.000000"
"9446","525.000000","0.000000","0.000000","127.000000","0.000000"
"9456","525.000000","0.000000","0.000000","127.000000","0.000000"
"9466","525.000000","0.000000","0.000000","127.000000","0.000000"
"9476","525.000000","0.000000","0.000000","127.000000","0.000000"
"9486","525.000000","0.000000","0.000000","127.000000","0.000000"
"9496","525.000000","0.000000","0.000000","127.000000","0.000000"
"9506","525.000000","0.000000","0.000000","127.000000","0.000000"
"9516","525.000000","0.000000","0.000000","127.000000","0.000000"
"9526","525.000000","0.000000","0.000000","127.000000","0.000000"
"9536","525.000000","0.000000","0.000000","127.000000","0.000000"
"9546","525.000000","0.000000","0.000000","127.000000","0.000000"
"9556","525.000000","0.000000","0.000000","127.000000","0.000000"
"9566","525.000000","0.000000","0.000000","127.000000","0.000000"
"9576","525.000000","0.000000","0.000000","127.000000","0.000000"
"9586","525.000000","0.000000","0.000000","127.000000","0.000000"
"9596","525.000000","0.000000","0.000000","127.000000","0.000000"
"9606","525.000000","0.000000","0.000000","127.000000","0.000000"
"9616","525.000000","0.000000","0.000000","127.000000","0.000000"
"9626","525.000000","0.000000","0.000000","127.000000","0.000000"
"9636","525.000000","0.000000","0.000000","127.000000","0.000000"
"9646","525.000000","0.000000","0.000000","127.000000","0.000000"
"9656","525.000000","0.000000","0.000000","127.000000","0.000000"
"9666","525.000000","0.000000","0.000000","127.000000","0.000000"
"9676","525.000000","0.000000","0.000000","127.000000","0.000000"
"9686","525.000000","0.000000","0.000000","127.000000","0.000000"
"9696","525.000000","0.000000","0.000000","127.000000","0.000000"
"9706","525.000000","0.000000","0.000000","127.000000","0.000000"
"9716","525.000000","0.000000","0.000000","127.000000","0.000000"
"9726","525.000000","0.000000","0.000000","127.000000","0.000000"
"9736","525.000000","0.000000","0.000000","127.000000","0.000000"
"9746","525.000000","0.000000","0.000000","127.000000","0.000000"
"9756","525.000000","0.000000","0.000000","127.000000","0.000000"
"9766","525.000000","0.000000","0.000000","127.000000","0.000000"
"9776","525.000000","0.000000","0.000000","127.000000","0.000000"
"9786","525.000000","0.000000","0.000000","127.000000","0.000000"
"9796","525.000000","0.000000","0.000000","127.000000","0.000000"
"9806","525.000000","0.000000","0.000000","127.000000","0.000000"
"9816","525.000000","0.000000","0.000000","127.000000","0.000000"
"9826","525.000000","0.000000","0.000000","127.000000","0.000000"
"9836","525.000000","0.000000","0.000000","127.000000","0.000000"
"9846","525.000000","0.000000","0.000000","127.000000","0.000000"
"9856","525.000000","0.000000","0.000000","127.000000","0.000000"
"9866","525.000000","0.000000","0.000000","127.000000","0.000000"
"9876","525.000000","0.000000","0.000000","127.000000","0.000000"
"9886","525.000000","0.000000","0.000000","127.000000","0.000000"
"9896","525.000000","0.000000","0.000000","127.000000","0.000000"
"9906","525.000000","0.000000","0.000000","127.000000","0.000000"
"9916","525.000000","0.000000","0.000000","127.000000","0.000000"
"9926","525.000000","0.000000","0.000000","127.000000","0.000000"
"9936","525.000000","0.000000","0.000000","127.000000","0.000000"
"9946","525.000000","0.000000","0.000000","127.000000","0.000000"
"9956","525.000000","0.000000","0.000000","127.000000","0.000000"
"9966","525.000000","0.000000","0.000000","127.000000","0.000000"
"9976","525.000000","0.000000","0.000000","127.000000","0.000000"
"9986","525.000000","0.000000","0.000000","127.000000","0.000000"
"9996","525.000000","0.000000","0.000000","127.000000","0.000000"
"10006","525.000000","0.000000","0.000000","127.000000","0.000000"
"10016","525.000000","0.000000","0.000000","127.000000","0.000000"
"10026","525.000000","0.000000","0.000000","127.000000","0.000000"
"10036","525.000000","0.000000","0.000000","127.000000","0.000000"
"10046","525.000000","0.000000","0.000000","127.000000","0.000000"
"10056","525.000000","0.000000","0.000000","127.000000","0.000000"
"10066","525.000000","0.000000","0.000000","127.000000","0.000000"
"10076","525.000000","0.000000","0.000000","127.000000","0.000000"
"10086","525.000000","0.000000","0.000000","127.000000","0.000000"
"10096","525.000000","0.000000","0.000000","127.000000","0.000000"
"10106","525.000000","0.000000","0.000000","127.000000","0.000000"
"10116","525.000000","0.000000","0.000000","127.000000","0.000000"
"10126","525.000000","0.000000","0.000000","127.000000","0.000000"
"10136","525.000000","0.000000","0.000000","127.000000","0.000000"
"10146","525.000000","0.000000","0.000000","127.000000","0.000000"
"10156","525.000000","0.000000","0.000000","127.000000","0.000000"
"10166","525.000000","0.000000","0.000000","127.000000","0.000000"
"10176","525.000000","0.000000","0.000000","127.000000","0.000000"
"10186","525.000000","0.000000","0.000000","127.000000","0.000000"
"10196","525.000000","0.000000","0.000000","127.000000","0.000000"
"10206","525.000000","0.000000","0.000000","127.000000","0.000000"
"10216","525.000000","0.000000","0.000000","127.000000","0.000000"
"10226","525.000000","0.000000","0.000000","127.000000","0.000000"
"10236","525.000000","0.000000","0.000000","127.000000","0.000000"
"10246","525.000000","0.000000","0.000000","127.000000","0.000000"
"10256","525.000000","0.000000","0.000000","127.000000","0.000000"
"10266","525.000000","0.000000","0.000000","127.000000","0.000000"
"10276","525.000000","0.000000","0.000000","127.000000","0.000000"
"10286","525.000000","0.000000","0.000000","127.000000","0.000000"
"10296","525.000000","0.000000","0.000000","127.000000","0.000000"
"10306","525.000000","0.000000","0.000000","127.000000","0.000000"
"10316","525.000000","0.000000","0.000000","127.000000","0.000000"
"10326","525.000000","0.000000","0.000000","127.000000","0.000000"
"10336","525.000000","0.000000","0.000000","127.000000","0.000000"
"10346","525.000000","0.000000","0.000000","127.000000","0.000000"
"10356","525.000000","0.000000","0.000000","127.000000","0.000000"
"10366","525.000000","0.000000","0.000000","127.000000","0.000000"
"10376","525.000000","0.000000","0.000000","127.000000","0.000000"
"10386","525.000000","0.000000","0.000000","127.000000","0.000000"
"10396","525.000000","0.000000","0.000000","127.000000","0.000000"
"10406","525.000000","0.000000","0.000000","127.000000","0.000000"
"10416","525.000000","0.000000","0.000000","127.000000","0.000000"
"10426","525.000000","0.000000","0.000000","127.000000","0.000000"
"10436","525.000000","0.000000","0.000000","127.000000","0.000000"
"10446","525.000000","0.000000","0.000000","127.000000","0.000000"
"10456","525.000000","0.000000","0.000000","127.000000","0.000000"
"10466","525.000000","0.000000","0.000000","127.000000","0.000000"
"10476","525.000000","0.000000","0.000000","127.000000","0.000000"
"10486","525.000000","0.000000","0.000000","127.000000","0.000000"
"10496","525.000000","0.000000","0.000000","127.000000","0.000000"
"10506","525.000000","0.000000","0.000000","127.000000","0.000000"
"10516","525.000000","0.000000","0.000000","127.000000","0.000000"
"10526","525.000000","0.000000","0.000000","127.000000","0.000000"
"10536","525.000000","0.000000","0.000000","127.000000","0.000000"
"10546","525.000000","0.000000","0.000000","127.000000","0.000000"
"10556","525.000000","0.000000"WARNING - pros.serial.terminal.terminal:stop - Stopping terminal
