"4796","150.000000","0.000000","0.000000","66.600329","0.003135"
"4806","150.000000","0.000000","0.000000","66.600296","0.002821"
"4816","150.000000","0.000000","0.000000","66.600267","0.002539"
"4826","150.000000","0.000000","0.000000","66.600240","0.002285"
"4836","150.000000","0.000000","0.000000","66.600216","0.002057"
"4846","150.000000","0.000000","0.000000","66.600194","0.001851"
"4856","150.000000","0.000000","0.000000","66.600175","0.001666"
"4866","150.000000","0.000000","0.000000","66.600157","0.001499"
"4876","150.000000","0.000000","0.000000","66.600142","0.001349"
"4886","150.000000","0.000000","0.000000","66.600128","0.001215"
"4896","150.000000","0.000000","0.000000","66.600115","0.001093"
"4906","150.000000","0.000000","0.000000","66.600103","0.000984"
"4916","150.000000","0.000000","0.000000","66.600093","0.000885"
"4926","150.000000","0.000000","0.000000","66.600084","0.000797"
"4936","150.000000","0.000000","0.000000","66.600075","0.000717"
"4946","150.000000","0.000000","0.000000","66.600068","0.000645"
"4956","150.000000","0.000000","0.000000","66.600061","0.000581"
"4966","150.000000","0.000000","0.000000","66.600055","0.000523"
"4976","150.000000","0.000000","0.000000","66.600049","0.000471"
"4986","150.000000","0.000000","0.000000","66.600044","0.000423"
"4996","150.000000","0.000000","0.000000","66.600040","0.000381"
"5006","150.000000","0.000000","0.000000","66.600036","0.000343"
"5016","150.000000","0.000000","0.000000","66.600032","0.000309"
"5026","150.000000","0.000000","0.000000","66.600029","0.000278"
"5036","150.000000","0.000000","0.000000","66.600026","0.000250"
"5046","150.000000","0.000000","0.000000","66.600024","0.000225"
"5056","150.000000","0.000000","0.000000","66.600021","0.000203"
"5066","150.000000","0.000000","0.000000","66.600019","0.000182"
"5076","150.000000","0.000000","0.000000","66.600017","0.000164"
"5086","150.000000","0.000000","0.000000","66.600016","0.000148"
"5096","150.000000","0.000000","0.000000","66.600014","0.000133"
"5106","150.000000","0.000000","0.000000","66.600013","0.000120"
"5116","150.000000","0.000000","0.000000","66.600011","0.000108"
"5126","150.000000","0.000000","0.000000","66.600010","0.000097"
